event_day,event_date,event_title,event_url,organizer,blood_donation_location,start_time,end_time,blood_donor_target
Tuesday,2024-09-17,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Tuesday,2024-09-17,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Wednesday,2024-09-18,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1628/-/kempen-derma-darah?Itemid=0,AEON CHERAS SELATAN,"GROUND FLOOR (DEPAN POH KONG) @ AEON CHERAS SELATAN STORE AND SHOPPING CENTRE, LEBUH TUN HUSSEIN ONN, 43200 BALAKONG, SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Wednesday,2024-09-18,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1628/-/kempen-derma-darah?Itemid=0,INSTITUT JANTUNG NEGARA (IJN),"LOBI @ INSTITUT JANTUNG NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR.",9.00 PAGI,3.00 PETANG,0
Wednesday,2024-09-18,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1628/-/kempen-derma-darah?Itemid=0,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI","DEWAN PERHIMPUNAN, ARAS 4, BLOK C7, KOMPLEKS C, KEMENTERIAN SAINS TEKNOLOGI DAN INOVASI, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, 62665 PUTRAJAYA",9.00 PAGI,3.00 PETANG,0
Wednesday,2024-09-18,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1628/-/kempen-derma-darah?Itemid=0,DPULZE SHOPPING CENTRE,"UPPER GROUND FLOOR (OPPOSITE DECATHLON) @ DPULZE SHOPPING CENTRE,LINGKARAN CYBER POINT TIMUR, CYBER 12, 63000 CYBERJAYA,SELANGOR",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Wednesday,2024-09-18,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1628/-/kempen-derma-darah?Itemid=0,AEON ALPHA ANGLE WANGSA MAJU,"GROUND FLOOR (DEPAN AVENYS) @ AEON ALPHA ANGLE WANGSA MAJU, JALAN 3/27A, WANGSA MAJU KUALA LUMPUR 53300 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Wednesday,2024-09-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Wednesday,2024-09-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Wednesday,2024-09-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Wednesday,2024-09-18,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Thursday,2024-09-19,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1629/-/kempen-derma-darah?Itemid=0,KOLEJ CQ BREYER (CQ-TEQ SRI GOMBAK),"CLASSROOM, 8TH FLOOR @ KOLEJ CQ BREYER KUALA LUMPUR, WISMA HAVELA THAKARDAS, NO. 1, JALAN TIONG NAM (OFF JALAN RAJA LAUT), 50350 KUALA LUMPUR.",9.00 PAGI,3.00 PETANG,0
Thursday,2024-09-19,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1629/-/kempen-derma-darah?Itemid=0,PUSPANITA-JABATAN PENILAIAN DAN PERKHIDMATAN HARTA,"DEWAN JUBLI, INSTITUT PENILAIAN NEGARA (INSPEN), PERSIARAN INSPEN, 43200 KAJANG, SELANGOR",10.00 PAGI,3.00 PETANG,0
Thursday,2024-09-19,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1629/-/kempen-derma-darah?Itemid=0,INSTITUT JANTUNG NEGARA (IJN),"LOBI @ INSTITUT JANTUNG NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR.",9.00 PAGI,3.00 PETANG,0
Thursday,2024-09-19,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1629/-/kempen-derma-darah?Itemid=0,DPULZE SHOPPING CENTRE,"UPPER GROUND FLOOR (OPPOSITE DECATHLON) @ DPULZE SHOPPING CENTRE,LINGKARAN CYBER POINT TIMUR, CYBER 12, 63000 CYBERJAYA,SELANGOR",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Thursday,2024-09-19,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1629/-/kempen-derma-darah?Itemid=0,AEON METROPRIMA KEPONG,"GROUND FLOOR , (DEPAN POH KONG), AEON - METROPRIMA KEPONG, NO 1, JALAN METROPRIMA, KEPONG 52100, KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Thursday,2024-09-19,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Thursday,2024-09-19,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Thursday,2024-09-19,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Thursday,2024-09-19,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Friday,2024-09-20,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1630/-/kempen-derma-darah?Itemid=0,GPLEX REALTY SDN BHD,"LEVEL 1 BILIK LATIHAN @ GPLEX PROPERTIES SDN BHD, ZENITH CORPORATE PARK UNIT 50-G, BLOCK D, NO.1, JALAN SS7/26, KELANA JAYA, 47301 PETALING JAYA , SELANGOR",10.00 PAGI,3.00 PETANG,0
Friday,2024-09-20,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1630/-/kempen-derma-darah?Itemid=0,POLIKLINIK DR PETRICIA KUALA SELANGOR,"LOTUS KUALA SELANGOR, NO 2, JALAN TIARA 1, JALAN MEDAN NIAGA 2,45000 KUALA SELANGOR",10.00 PAGI,3.00 PETANG,0
Friday,2024-09-20,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1630/-/kempen-derma-darah?Itemid=0,AEON - METROPRIMA KEPONG,"GROUND FLOOR , (DEPAN OH KONG), AEON - METROPRIMA KEPONG, NO 1, JALAN METROPRIMA, KEPONG 52100, KUALA LUMPUR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Friday,2024-09-20,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1630/-/kempen-derma-darah?Itemid=0,AEON - ANGGUN RAWANG,"WEST COURT, GF (BERHADAPAN THREE B'S) @ AEON ANGGUN RAWANG, TAMAN ANGGUN RAWANG, 48000 RAWANG, SELANGOR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Friday,2024-09-20,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Friday,2024-09-20,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Friday,2024-09-20,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Friday,2024-09-20,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1624/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,PERTUBUHAN PENDERMA DARAH MALAYSIA (SEDARAH),"LEVEL 2 @ THE PEARL POINT SHOPPING GALLERY, BATU 5, JALAN KLANG LAMA, 58000 KUALA LUMPUR.",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,AEON - AU2 SETIAWANGSA SHOPPING CENTRE,"ARAS 1 (BERHADAPAN AEON GMS) @ AEON MALL AU2 SETIAWANGSA, NO. 6, JALAN TAMAN SETIAWANGSA (JALAN 37/56), AU2, TAMAN KERAMAT, 54200 KUALA LUMPUR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,YAYASAN MASYARAKAT LESTARI MALAYSIA,"GROUND FLOOR , (DEPAN POH KONG), AEON - METROPRIMA KEPONG, NO 1, JALAN METROPRIMA, KEPONG 52100, KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,AEON - ANGGUN RAWANG,"WEST COURT, GF (BERHADAPAN THREE B'S) @ AEON ANGGUN RAWANG, TAMAN ANGGUN RAWANG, 48000 RAWANG, SELANGOR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,AEON -TAMAN EQUINE SHOPPING CENTRE,"LG (DEPAN POPULAR) @ AEON TAMAN EQUINE SHOPPING CENTRE, NO. 2 , JALAN EQUINE, TAMAN EQUINE, BANDAR PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,GIANT HYPERMARKET BANDAR KINRARA,"TINGKAT 1, DEPAN ESCALATOR / MMF @ GIANT HYPERMARKET BANDAR KINRARA, LOT 449, JALAN BK 5A/1, BANDAR KINRARA, 47100 PUCHONG SELANGOR.",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Saturday,2024-09-21,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1631/-/kempen-derma-darah?Itemid=0,LIONS CLUB OF MID VALLEY KUALA LUMPUR,"TINGKAT 1 (DEPAN DECATHLON) @ LOTUS’S PUCHONG, 148-149, PUSAT BANDAR PUCHONG, JALAN BANDAR 3, OFF JALAN PUCHONG, 47100 PUCHONG, SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 4.00 PETANG,0
Saturday,2024-09-21,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Saturday,2024-09-21,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Saturday,2024-09-21,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Saturday,2024-09-21,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,6.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,PERSATUAN AMAL SETIA GONG XIAN ZHE,"GROUND FLOOR @ ENDAH PARADE SHOPPING MALL, 1, JALAN 1/149E, TAMAN SRI ENDAH, 57000 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,AEON - AU2 SETIAWANGSA SHOPPING CENTRE,"ARAS 1 (BERHADAPAN AEON GMS) @ AEON MALL AU2 SETIAWANGSA, NO. 6, JALAN TAMAN SETIAWANGSA (JALAN 37/56), AU2, TAMAN KERAMAT, 54200 KUALA LUMPUR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,AEON - METROPRIMA KEPONG,"LEVEL 1 , (DEPAN TACO BELL), AEON - METROPRIMA KEPONG, NO 1, JALAN METROPRIMA, KEPONG 52100, KUALA LUMPUR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,AEON - ANGGUN RAWANG,"WEST COURT, GF (BERHADAPAN THREE B'S) @ AEON ANGGUN RAWANG, TAMAN ANGGUN RAWANG, 48000 RAWANG, SELANGOR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,AEON -TAMAN EQUINE SHOPPING CENTRE,"LG (DEPAN POPULAR) @ AEON TAMAN EQUINE SHOPPING CENTRE, NO. 2 , JALAN EQUINE, TAMAN EQUINE, BANDAR PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR.",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 5.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,GIANT HYPERMARKET BANDAR KINRARA,"TINGKAT 1, DEPAN ESCALATOR / MMF @ GIANT HYPERMARKET BANDAR KINRARA, LOT 449, JALAN BK 5A/1, BANDAR KINRARA, 47100 PUCHONG SELANGOR.",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2024-09-22,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1632/-/kempen-derma-darah?Itemid=0,GUJARATI ASSOCIATION W/PERSEKUTUAN DAN SELANGOR,"DEWAN , GUJARATI ASSOCIATION WPKL & SELANGOR @ NO.38, LORONG MAAROF BANGSAR PARK",9.00 PAGI,1.00 PETANG,0
Sunday,2024-09-22,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Sunday,2024-09-22,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Sunday,2024-09-22,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Sunday,2024-09-22,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1625/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,6.00 PETANG,0
Monday,2024-09-23,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1636/-/kempen-derma-darah-bergerak?Itemid=0,LIONS CLUB OF KL PROVIDENCE,"LEVEL 2, RUANG LEGAR MJ HEALTH SCREENING CENTER SDN BHD, KPMG TOWER, LEVEL 2-2, NO. 8, FIRST AVENUE, PERSIARAN BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 4.00 PETANG,0
Monday,2024-09-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1633/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.30 PAGI,5.30 PETANG,0
Monday,2024-09-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1633/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Monday,2024-09-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1633/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Monday,2024-09-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1633/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Tuesday,2024-09-24,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1637/-/kempen-derma-darah-bergerak?Itemid=0,SUNWAY MEDICAL CENTRE SDN. BHD-BANDAR SUNWAY,"LEVEL 4, LOTUS 1, TOWER A SUNWAY MEDICAL CENTRE SDN BHD NO 5, JALAN LAGOON SELATAN BANDAR SUNWAY 47500 PETALING JAYA, SELANGOR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 4.00 PETANG,0
Tuesday,2024-09-24,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1637/-/kempen-derma-darah-bergerak?Itemid=0,ASIA PACIFIC UNIVERSITY - SCHOOL OF GENERAL STUDIE,"LEVEL 3 , ATRIUM ASIA PACIFIC UNIVERSITY OF TECHNOLOGY & INNOVATION (APU) TECHNOLOGY PARK MALAYSIA, BUKIT JALIL, 57000 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 4.00 PETANG,0
Tuesday,2024-09-24,KEMPEN DERMA DARAH BERGERAK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1637/-/kempen-derma-darah-bergerak?Itemid=0,KLCC PROPERTY HOLDINGS BERHAD,"LEVEL 1, RUANG LEGAR DEPAN MAYBANK MENARA DAYABUMI, JALAN SULTAN HISHAMUDDIN 50050 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG - 4.00 PETANG,0
Tuesday,2024-09-24,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1634/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.30 PAGI,5.30 PETANG,0
